Date,Average Price,PercChangeForc,PercChangeLag1,PercChangeLag2,PercChangeLag3,PercChangeLag4,PercChangeLag5,2MA,3MA,Inf.Rate.MoM,Inf.L1,Inf.L2,Inf.L3,Inf.L4,Res.Change.Exc.Gold,UM.Infl.Exp,UM.Con.Sent,Indus.Prod.Ind,Nasdaq.Change.MoM,NFCI,FedFundsRate,FedFundsRateL1,Oil,PercChange.oil,PPIJewelry,PercChange.PPI
29/02/1996,404.8,-2.124505929,1.326658323,3.12338668,0.5450298469,0.5742625946,0,2.225022502,1.66502495,-0.23149,0.82878,0.83169,-0.13146,0.30368,-4.16691,2.8,88.5,128.6997,6.739,-0.85,5.22,5.56,15.54,0.712896954,129.7,0.2318392581
29/03/1996,396.2,-0.8329126704,-2.124505929,1.326658323,3.12338668,0.5450298469,0.5742625946,-0.398923803,0.7751796915,0.92613,-0.23149,0.82878,0.83169,-0.13146,2.1647,2.9,93.7,130.235,-0.12517,-0.788,5.31,5.22,17.63,13.44916345,129.6,-0.07710100231
30/04/1996,392.9,-0.254517689,-0.8329126704,-2.124505929,1.326658323,3.12338668,0.5450298469,-1.4787093,-0.5435867588,0.78904,0.92613,-0.23149,0.82878,0.83169,-0.07903,3,92.7,133.494,3.93365,-0.71,5.22,5.31,19.58,11.060692,129.5,-0.07716049383
31/05/1996,391.9,-1.684103088,-0.254517689,-0.8329126704,-2.124505929,1.326658323,3.12338668,-0.5437151797,-1.070645429,0.67075,0.78904,0.92613,-0.23149,0.82878,-0.6834,3.1,89.4,134.1998,7.47713,-0.732,5.24,5.22,17.94,-8.375893769,129.3,-0.1544401544
28/06/1996,385.3,-0.4671684402,-1.684103088,-0.254517689,-0.8329126704,-2.124505929,1.326658323,-0.9693103883,-0.9238444823,0.30338,0.67075,0.78904,0.92613,-0.23149,-0.33184,2.9,92.4,139.4326,-1.26706,-0.7325,5.27,5.24,16.94,-5.574136009,129.3,0
31/07/1996,383.5,0.9908735332,-0.4671684402,-1.684103088,-0.254517689,-0.8329126704,-2.124505929,-1.075635764,-0.8019297389,0.11486,0.30338,0.67075,0.78904,0.92613,-0.01813,3,94.7,135.8752,-8.25365,-0.7225,5.4,5.27,17.63,4.073199528,129.1,-0.154679041
30/08/1996,387.3,-1.058610896,0.9908735332,-0.4671684402,-1.684103088,-0.254517689,-0.8329126704,0.2618525465,-0.3867993315,0.42258,0.11486,0.30338,0.67075,0.78904,2.27062,3.1,95.3,145.4249,2.5898,-0.762,5.22,5.4,18.29,3.743618832,129.2,0.07745933385
30/09/1996,383.2,-0.5480167015,-1.058610896,0.9908735332,-0.4671684402,-1.684103088,-0.254517689,-0.03386868135,-0.1783019343,0.43984,0.42258,0.11486,0.30338,0.67075,-11.23291,3.2,94.7,147.5018,4.60183,-0.7525,5.3,5.22,19.93,8.966648442,129.1,-0.0773993808
31/10/1996,381.1,-0.8396746261,-0.5480167015,-1.058610896,0.9908735332,-0.4671684402,-1.684103088,-0.8033137987,-0.2052513547,0.40948,0.43984,0.42258,0.11486,0.30338,-1.93265,3,96.5,146.0039,4.01201,-0.765,5.24,5.3,21.09,5.8203713,129.6,0.3872966692
29/11/1996,377.9,-2.355120402,-0.8396746261,-0.5480167015,-1.058610896,0.9908735332,-0.4671684402,-0.6938456638,-0.8154340745,0.60227,0.40948,0.43984,0.42258,0.11486,0.07341,3,99.2,147.8806,2.08978,-0.804,5.31,5.24,20.2,-4.220009483,129.6,0
31/12/1996,369,-3.766937669,-2.355120402,-0.8396746261,-0.5480167015,-1.058610896,0.9908735332,-1.597397514,-1.24760391,0.42601,0.60227,0.40948,0.43984,0.42258,-0.27401,3,96.9,139.2416,2.56542,-0.74,5.29,5.31,21.34,5.643564356,129.5,-0.07716049383
31/01/1997,355.1,-2.393691918,-3.766937669,-2.355120402,-0.8396746261,-0.5480167015,-1.058610896,-3.061029036,-2.320577566,0.51203,0.42601,0.60227,0.40948,0.43984,-0.45128,3,97.4,145.1292,4.12251,-0.698,5.25,5.29,21.76,1.968134958,128.6,-0.694980695
28/02/1997,346.6,1.500288517,-2.393691918,-3.766937669,-2.355120402,-0.8396746261,-0.5480167015,-3.080314794,-2.83858333,0.60425,0.51203,0.42601,0.60227,0.40948,-10.75739,3,99.7,160.7561,0.27872,-0.7425,5.19,5.25,19.38,-10.9375,128,-0.466562986
31/03/1997,351.8,-2.075042638,1.500288517,-2.393691918,-3.766937669,-2.355120402,-0.8396746261,-0.4467017004,-1.553447023,0.4232,0.60425,0.51203,0.42601,0.60227,-1.26148,2.8,100,148.8017,-4.91521,-0.725,5.39,5.19,17.83,-7.997936017,128.5,0.390625
30/04/1997,344.5,-0.2031930334,-2.075042638,1.500288517,-2.393691918,-3.766937669,-2.355120402,-0.2873770604,-0.9894820129,0.37173,0.4232,0.60425,0.51203,0.42601,-0.45913,3,101.4,155.5147,-4.50962,-0.66,5.51,5.39,16.63,-6.73022995,130.7,1.712062257
30/05/1997,343.8,-0.872600349,-0.2031930334,-2.075042638,1.500288517,-2.393691918,-3.766937669,-1.139117836,-0.2593157181,0.09351,0.37173,0.4232,0.60425,0.51203,-2.40196,2.9,103.2,150.839,10.41266,-0.64,5.5,5.51,17.23,3.607937462,130.6,-0.07651109411
30/06/1997,340.8,-4.900234742,-0.872600349,-0.2031930334,-2.075042638,1.500288517,-2.393691918,-0.5378966912,-1.050278673,0.01649,0.09351,0.37173,0.4232,0.60425,3.97698,2.8,104.5,154.6497,5.16752,-0.6425,5.56,5.5,15.88,-7.835171213,130.7,0.07656967841
31/07/1997,324.1,-0.03085467448,-4.900234742,-0.872600349,-0.2031930334,-2.075042638,1.500288517,-2.886417545,-1.992009375,0.62269,0.01649,0.09351,0.37173,0.4232,-0.41967,2.7,107.1,155.6963,7.64092,-0.66,5.52,5.56,15.89,0.06297229219,128.6,-1.606732976
29/08/1997,324,-0.3703703704,-0.03085467448,-4.900234742,-0.872600349,-0.2031930334,-2.075042638,-2.465544708,-1.934563255,0.99378,0.62269,0.01649,0.09351,0.37173,-2.9845,2.7,104.4,157.2706,4.28442,-0.664,5.54,5.52,16.19,1.887979862,128.6,0
30/09/1997,322.8,0.6505576208,-0.3703703704,-0.03085467448,-4.900234742,-0.872600349,-0.2031930334,-0.2006125224,-1.767153262,0.68844,0.99378,0.62269,0.01649,0.09351,0.94731,2.8,106,153.7674,3.97103,-0.635,5.54,5.54,16.41,1.358863496,128.7,0.07776049767
31/10/1997,324.9,-5.817174515,0.6505576208,-0.3703703704,-0.03085467448,-4.900234742,-0.872600349,0.1400936252,0.08311085865,0.26311,0.68844,0.99378,0.62269,0.01649,0.91167,2.8,105.6,154.2689,1.33276,-0.56,5.5,5.54,17.66,7.61730652,129.5,0.6216006216
28/11/1997,306,-5.653594771,-5.817174515,0.6505576208,-0.3703703704,-0.03085467448,-4.900234742,-2.583308447,-1.845662422,0.64266,0.26311,0.68844,0.99378,0.62269,1.58437,2.9,107.2,162.4068,-4.83274,-0.4775,5.52,5.5,16.83,-4.69988675,129.2,-0.2316602317
31/12/1997,288.7,0.1385521302,-5.653594771,-5.817174515,0.6505576208,-0.3703703704,-0.03085467448,-5.735384643,-3.606737222,0.41506,0.64266,0.26311,0.68844,0.99378,-1.6206,2.8,102.1,161.9162,-2.12233,-0.4975,5.5,5.52,15.04,-10.63576946,128.7,-0.386996904
30/01/1998,289.1,2.905569007,0.1385521302,-5.653594771,-5.817174515,0.6505576208,-0.3703703704,-2.757521321,-3.777405719,0.5476,0.41506,0.64266,0.26311,0.68844,5.07265,2.3,106.6,152.2618,0.20662,-0.58,5.56,5.5,13.45,-10.57180851,128.5,-0.1554001554
27/02/1998,297.5,-0.5378151261,2.905569007,0.1385521302,-5.653594771,-5.817174515,0.6505576208,1.522060569,-0.8698245446,-0.03865,0.5476,0.41506,0.64266,0.26311,0.08498,2.4,110.4,154.3843,9.21121,-0.65,5.51,5.56,12.17,-9.516728625,127.9,-0.46692607
31/03/1998,295.9,4.190604934,-0.5378151261,2.905569007,0.1385521302,-5.653594771,-5.817174515,1.183876941,0.8354353372,0.59579,-0.03865,0.5476,0.41506,0.64266,1.05877,2.5,106.5,192.553,3.87186,-0.65,5.49,5.51,11.15,-8.381265407,127.8,-0.07818608288
30/04/1998,308.3,-2.98410639,4.190604934,-0.5378151261,2.905569007,0.1385521302,-5.653594771,1.826394904,2.186119605,0.46298,0.59579,-0.03865,0.5476,0.41506,-2.14421,2.4,108.7,157.1413,3.98763,-0.6225,5.45,5.49,11.28,1.165919283,128.3,0.3912363067
29/05/1998,299.1,-2.273487128,-2.98410639,4.190604934,-0.5378151261,2.905569007,0.1385521302,0.6032492721,0.2228944727,0.65736,0.46298,0.59579,-0.03865,0.5476,1.67501,2.6,106.5,148.299,-0.8588,-0.594,5.49,5.45,11.13,-1.329787234,128.4,0.07794232268
30/06/1998,292.3,0.2052685597,-2.273487128,-2.98410639,4.190604934,-0.5378151261,2.905569007,-2.628796759,-0.3556628613,0.86039,0.65736,0.46298,0.59579,-0.03865,0.66527,2.7,105.6,156.361,-2.21347,-0.5725,5.56,5.49,10,-10.15274034,128,-0.3115264798
31/07/1998,292.9,-3.004438375,0.2052685597,-2.273487128,-2.98410639,4.190604934,-0.5378151261,-1.034109284,-1.684108319,0.57898,0.86039,0.65736,0.46298,0.59579,0.73736,2.6,105.2,156.365,8.12099,-0.554,5.54,5.56,10.44,4.4,127.9,-0.078125
31/08/1998,284.1,1.724744808,-3.004438375,0.2052685597,-2.273487128,-2.98410639,4.190604934,-1.399584908,-1.690885648,0.31166,0.57898,0.86039,0.65736,0.46298,1.83014,2.4,104.4,155.6309,-8.07727,-0.4,5.55,5.54,10.2,-2.298850575,127.7,-0.1563721658
30/09/1998,289,2.387543253,1.724744808,-3.004438375,0.2052685597,-2.273487128,-2.98410639,-0.6398467834,-0.358141669,0.59423,0.31166,0.57898,0.86039,0.65736,2.09699,2.3,100.9,155.2217,-6.79778,-0.1525,5.51,5.55,11.29,10.68627451,127.6,-0.07830853563
30/10/1998,295.9,-0.6083136195,2.387543253,1.724744808,-3.004438375,0.2052685597,-2.273487128,2.05614403,0.3692832286,0.68523,0.59423,0.31166,0.57898,0.86039,3.4129,2.5,97.4,156.6907,-2.86953,0,5.07,5.51,11.32,0.2657218778,128.7,0.8620689655
30/11/1998,294.1,-0.8160489629,-0.6083136195,2.387543253,1.724744808,-3.004438375,0.2052685597,0.8896148166,1.16799148,0.55652,0.68523,0.59423,0.31166,0.57898,5.43158,2.3,102.7,151.5995,16.8984,-0.0925,4.83,5.07,9.64,-14.8409894,128.6,-0.0777000777
31/12/1998,291.7,-1.576962633,-0.8160489629,-0.6083136195,2.387543253,1.724744808,-3.004438375,-0.7121812912,0.3210602234,0.27672,0.55652,0.68523,0.59423,0.31166,-2.20173,2.5,100.5,150.0861,9.65266,-0.1725,4.68,4.83,8.03,-16.70124481,127.7,-0.699844479
29/01/1999,287.1,0.06966213863,-1.576962633,-0.8160489629,-0.6083136195,2.387543253,1.724744808,-1.196505798,-1.000441738,0.91598,0.27672,0.55652,0.68523,0.59423,6.11178,2.7,103.9,150.2213,13.84658,-0.256,4.63,4.68,8.57,6.724782067,127.8,0.07830853563
26/02/1999,287.3,-0.4524886878,0.06966213863,-1.576962633,-0.8160489629,-0.6083136195,2.387543253,-0.7536502471,-0.7744498191,0.05601,0.91598,0.27672,0.55652,0.68523,-1.53519,2.5,108.1,145.6417,-0.03442,-0.345,4.76,4.63,8.6,0.3500583431,127.8,0
31/03/1999,286,-1.188811189,-0.4524886878,0.06966213863,-1.576962633,-0.8160489629,-0.6083136195,-0.1914132746,-0.6532630607,0.41654,0.05601,0.91598,0.27672,0.55652,-7.69107,2.7,105.7,147.8066,1.44895,-0.405,4.81,4.76,10.76,25.11627907,127.9,0.07824726135
30/04/1999,282.6,-2.193913659,-1.188811189,-0.4524886878,0.06966213863,-1.576962633,-0.8160489629,-0.8206499383,-0.523879246,0.55417,0.41654,0.05601,0.91598,0.27672,-1.49916,2.7,104.6,142.705,6.1371,-0.43,4.74,4.81,12.82,19.14498141,127.8,-0.07818608288
31/05/1999,276.4,-5.463096961,-2.193913659,-1.188811189,-0.4524886878,0.06966213863,-1.576962633,-1.691362424,-1.278404512,1.0843,0.55417,0.41654,0.05601,0.91598,-1.05017,2.8,106.8,149.5174,-0.99656,-0.425,4.74,4.74,13.92,8.580343214,127.3,-0.3912363067
30/06/1999,261.3,-1.990049751,-5.463096961,-2.193913659,-1.188811189,-0.4524886878,0.06966213863,-3.82850531,-2.94860727,0.52585,1.0843,0.55417,0.41654,0.05601,-2.6183,2.5,107.3,147.7621,0.33287,-0.3625,4.76,4.74,14.39,3.376436782,126.8,-0.3927729772
30/07/1999,256.1,0.234283483,-1.990049751,-5.463096961,-2.193913659,-1.188811189,-0.4524886878,-3.726573356,-3.21568679,0.4525,0.52585,1.0843,0.55417,0.41654,-0.59382,2.7,106,146.8657,8.73894,-0.266,4.99,4.76,16.12,12.02223767,126.8,0
31/08/1999,256.7,3.116478379,0.234283483,-1.990049751,-5.463096961,-2.193913659,-1.188811189,-0.8778831341,-2.406287743,0.43608,0.4525,0.52585,1.0843,0.55417,2.66153,2.8,104.5,142.9107,-3.60471,-0.1675,5.07,4.99,17.58,9.05707196,125.4,-1.104100946
30/09/1999,264.7,17.37816396,3.116478379,0.234283483,-1.990049751,-5.463096961,-2.193913659,1.675380931,0.4535707037,0.70456,0.43608,0.4525,0.52585,1.0843,-1.04997,2.7,107.2,143.9133,6.26304,-0.1225,5.22,5.07,20.03,13.93629124,125.6,0.1594896332
29/10/1999,310.7,-5.632442871,17.37816396,3.116478379,0.234283483,-1.990049751,-5.463096961,10.24732117,6.909641941,0.8623,0.70456,0.43608,0.4525,0.52585,1.23861,2.9,103.2,144.1315,0.26104,-0.088,5.2,5.22,19.71,-1.597603595,127.9,1.831210191
30/11/1999,293.2,-3.444747613,-5.632442871,17.37816396,3.116478379,0.234283483,-1.990049751,5.872860544,4.954066489,0.38988,0.8623,0.70456,0.43608,0.4525,-0.298,2.9,107.2,146.8045,14.75066,-0.1575,5.42,5.2,21.35,8.320649417,126.9,-0.7818608288
31/12/1999,283.1,0.4238784882,-3.444747613,-5.632442871,17.37816396,3.116478379,0.234283483,-4.538595242,2.766991159,0.58178,0.38988,0.8623,0.70456,0.43608,-1.46633,3,105.4,152.4432,15.76606,-0.166,5.3,5.42,22.55,5.620608899,126.6,-0.2364066194
31/01/2000,284.3,5.487161449,0.4238784882,-3.444747613,-5.632442871,17.37816396,3.116478379,-1.510434562,-2.884437332,1.4313,0.58178,0.38988,0.8623,0.70456,-1.25532,3,112,146.383,7.31616,-0.195,5.45,5.3,23.53,4.345898004,126.7,0.07898894155
29/02/2000,299.9,-4.5015005,5.487161449,0.4238784882,-3.444747613,-5.632442871,17.37816396,2.955519969,0.8220974416,0.02905,1.4313,0.58178,0.38988,0.8623,-2.72711,2.9,111.3,159.7987,9.90102,-0.2,5.73,5.45,25.48,8.287292818,127.5,0.6314127861
31/03/2000,286.4,-2.339385475,-4.5015005,5.487161449,0.4238784882,-3.444747613,-5.632442871,0.4928304745,0.4698464791,1.25938,0.02905,1.4313,0.58178,0.38988,-1.0007,3.2,107.1,158.434,8.88979,-0.126,5.85,5.73,26.19,2.786499215,127.1,-0.3137254902
28/04/2000,279.7,-1.608866643,-2.339385475,-4.5015005,5.487161449,0.4238784882,-3.444747613,-3.420442988,-0.4512415086,0.92373,1.25938,0.02905,1.4313,0.58178,2.54073,3.2,109.2,161.3473,-19.55763,-0.0425,6.02,5.85,23.2,-11.41657121,126.9,-0.1573564123
31/05/2000,275.2,3.815406977,-1.608866643,-2.339385475,-4.5015005,5.487161449,0.4238784882,-1.974126059,-2.816584206,-0.11067,0.92373,1.25938,0.02905,1.4313,-7.00526,3,110.7,157.7361,-8.67629,0.0175,6.27,6.02,25.58,10.25862069,127.1,0.1576044129
30/06/2000,285.7,-1.435071754,3.815406977,-1.608866643,-2.339385475,-4.5015005,5.487161449,1.103270167,-0.04428171365,0.45815,-0.11067,0.92373,1.25938,0.02905,1.00013,2.9,106.4,149.2428,9.55273,0.036,6.53,6.27,27.62,7.974980453,127.2,0.07867820614
31/07/2000,281.6,-2.521306818,-1.435071754,3.815406977,-1.608866643,-2.339385475,-4.5015005,1.190167612,0.2571561934,0.55442,0.45815,-0.11067,0.92373,1.25938,1.42119,3,108.3,150.4568,3.93763,-0.06,6.54,6.53,26.81,-2.932657495,127.4,0.1572327044
31/08/2000,274.5,-0.29143898,-2.521306818,-1.435071754,3.815406977,-1.608866643,-2.339385475,-1.978189286,-0.04699053168,0.32015,0.55442,0.45815,-0.11067,0.92373,-2.52659,2.7,107.3,147.0863,-2.69031,-0.1675,6.5,6.54,27.91,4.102946662,127.2,-0.1569858713
29/09/2000,273.7,-1.351845086,-0.29143898,-2.521306818,-1.435071754,3.815406977,-1.608866643,-1.406372899,-1.415939184,0.50676,0.32015,0.55442,0.45815,-0.11067,-2.13542,2.9,106.8,155.5118,-0.8639,-0.194,6.52,6.5,29.72,6.485130777,127.2,0
31/10/2000,270,-1.481481481,-1.351845086,-0.29143898,-2.521306818,-1.435071754,3.815406977,-0.8216420329,-1.388196961,1.26125,0.50676,0.32015,0.55442,0.45815,1.70123,3.2,105.8,155.0442,-13.98406,-0.1675,6.51,6.52,29.65,-0.2355316285,127.2,0
30/11/2000,266,2.067669173,-1.481481481,-1.351845086,-0.29143898,-2.521306818,-1.435071754,-1.416663284,-1.041588516,0.07549,1.26125,0.50676,0.32015,0.55442,-1.809,2.9,107.6,143.457,-8.35105,-0.13,6.51,6.51,30.36,2.39460371,127.1,-0.0786163522
29/12/2000,271.5,-2.209944751,2.067669173,-1.481481481,-1.351845086,-0.29143898,-2.521306818,0.2930938457,-0.2552191315,0.23209,0.07549,1.26125,0.50676,0.32015,0.48869,2.8,98.4,132.0417,-13.01321,-0.064,6.4,6.51,24.46,-19.43346509,127.4,0.2360346184
31/01/2001,265.5,-1.355932203,-2.209944751,2.067669173,-1.481481481,-1.351845086,-0.29143898,-0.07113778922,-0.5412523533,0.61362,0.23209,0.07549,1.26125,0.50676,3.89883,3,94.7,147.1749,-0.03549,-0.175,5.98,6.4,24.64,0.7358953393,127.2,-0.1569858713
28/02/2001,261.9,0.4200076365,-1.355932203,-2.209944751,2.067669173,-1.481481481,-1.351845086,-1.782938477,-0.4994025939,0.50631,0.61362,0.23209,0.07549,1.26125,-0.18437,2.8,90.6,153.7873,-7.80224,-0.2775,5.49,5.98,25.27,2.556818182,127,-0.1572327044
30/03/2001,263,-0.9505703422,0.4200076365,-1.355932203,-2.209944751,2.067669173,-1.481481481,-0.4679622834,-1.048623106,0.20609,0.50631,0.61362,0.23209,0.07549,-1.87001,2.8,91.5,152.1991,-18.89746,-0.262,5.31,5.49,22.98,-9.062129007,127,0
30/04/2001,260.5,4.568138196,-0.9505703422,0.4200076365,-1.355932203,-2.209944751,2.067669173,-0.2652813529,-0.6288316364,-0.07284,0.20609,0.50631,0.61362,0.23209,-4.08412,3.1,88.4,141.1443,-2.65446,-0.2925,4.8,5.31,23.39,1.784160139,126.7,-0.2362204724
31/05/2001,272.4,-0.8076358297,4.568138196,-0.9505703422,0.4200076365,-1.355932203,-2.209944751,1.808783927,1.345858497,0.10719,-0.07284,0.20609,0.50631,0.61362,0.95827,3.2,92,148.4388,12.78231,-0.395,4.21,4.8,24.06,2.864471997,128.5,1.420678769
29/06/2001,270.2,-0.9992598075,-0.8076358297,4.568138196,-0.9505703422,0.4200076365,-1.355932203,1.880251183,0.936644008,0.69387,0.10719,-0.07284,0.20609,0.50631,0.97698,3,92.6,148.9651,-3.16697,-0.444,3.97,4.21,23.43,-2.618453865,128.6,0.07782101167
31/07/2001,267.5,1.831775701,-0.9992598075,-0.8076358297,4.568138196,-0.9505703422,0.4200076365,-0.9034478186,0.9204141862,0.23962,0.69387,0.10719,-0.07284,0.20609,-0.74911,2.6,92.4,145.9374,-3.69661,-0.485,3.77,3.97,22.82,-2.603499787,129.1,0.3888024883
31/08/2001,272.4,4.038179148,1.831775701,-0.9992598075,-0.8076358297,4.568138196,-0.9505703422,0.4162579467,0.008293354574,0.17823,0.23962,0.69387,0.10719,-0.07284,1.65188,2.7,91.5,141.6154,-5.12621,-0.484,3.65,3.77,23.08,1.139351446,129,-0.07745933385
28/09/2001,283.4,-0.1058574453,4.038179148,1.831775701,-0.9992598075,-0.8076358297,4.568138196,2.934977425,1.623565014,0.55632,0.17823,0.23962,0.69387,0.10719,3.86955,2.8,81.8,139.4239,-18.46921,-0.3525,3.07,3.65,22.37,-3.076256499,129.5,0.3875968992
31/10/2001,283.1,-2.437301307,-0.1058574453,4.038179148,1.831775701,-0.9992598075,-0.8076358297,1.966160852,1.921365801,-1.61057,0.55632,0.17823,0.23962,0.69387,5.44597,1,82.7,131.0206,5.28302,-0.37,2.49,3.07,18.73,-16.27179258,130,0.3861003861
30/11/2001,276.2,-0.1086169442,-2.437301307,-0.1058574453,4.038179148,1.831775701,-0.9992598075,-1.271579376,0.498340132,2.93849,-1.61057,0.55632,0.17823,0.23962,-2.07081,0.4,83.9,145.9808,12.89728,-0.404,2.09,2.49,16.4,-12.43993593,129.6,-0.3076923077
31/12/2001,275.9,2.029720913,-0.1086169442,-2.437301307,-0.1058574453,4.038179148,1.831775701,-1.272959126,-0.8839252322,-0.42424,2.93849,-1.61057,0.55632,0.17823,-0.93661,1.8,88.8,133.4416,5.75639,-0.355,1.82,2.09,15.54,-5.243902439,129.4,-0.1543209877
31/01/2002,281.5,4.973357016,2.029720913,-0.1086169442,-2.437301307,-0.1058574453,4.038179148,0.9605519846,-0.1720657793,-0.2172,-0.42424,2.93849,-1.61057,0.55632,-0.82357,1.9,93,137.7952,-0.04763,-0.4325,1.73,1.82,15.89,2.252252252,129.7,0.2318392581
28/02/2002,295.5,-0.4737732657,4.973357016,2.029720913,-0.1086169442,-2.437301307,-0.1058574453,3.501538965,2.298153662,0.24977,-0.2172,-0.42424,2.93849,-1.61057,-1.98812,2.1,90.7,113.889,-8.95652,-0.495,1.74,1.73,16.93,6.544996853,130.1,0.3084040093
29/03/2002,294.1,2.924175451,-0.4737732657,4.973357016,2.029720913,-0.1086169442,-2.437301307,2.249791875,2.176434888,0.5651,0.24977,-0.2172,-0.42424,2.93849,-0.30951,2.7,95.7,124.7299,3.51869,-0.504,1.73,1.74,20.28,19.78735972,130.2,0.07686395081
30/04/2002,302.7,3.898249092,2.924175451,-0.4737732657,4.973357016,2.029720913,-0.1086169442,1.225201092,2.4745864,0.2519,0.5651,0.24977,-0.2172,-0.42424,0.38423,2.8,93,129.3709,-5.59531,-0.555,1.75,1.73,22.52,11.04536489,129.3,-0.6912442396
31/05/2002,314.5,2.13036566,3.898249092,2.924175451,-0.4737732657,4.973357016,2.029720913,3.411212271,2.116217092,0.95397,0.2519,0.5651,0.24977,-0.2172,0.47874,2.7,96.9,142.8603,-5.59991,-0.63,1.75,1.75,23.51,4.396092362,129.7,0.309358082
28/06/2002,321.2,-2.459526775,2.13036566,3.898249092,2.924175451,-0.4737732657,4.973357016,3.014307376,2.984263401,-0.32274,0.95397,0.2519,0.5651,0.24977,3.05406,2.7,92.4,125.1713,-9.32496,-0.58,1.75,1.75,22.59,-3.913228413,130.1,0.3084040093
31/07/2002,313.3,-0.9575486754,-2.459526775,2.13036566,3.898249092,2.924175451,-0.4737732657,-0.1645805574,1.189695992,0.46097,-0.32274,0.95397,0.2519,0.5651,8.74274,2.6,88.1,126.6689,-10.58807,-0.4825,1.73,1.75,23.51,4.072598495,130,-0.07686395081
30/08/2002,310.3,2.835965195,-0.9575486754,-2.459526775,2.13036566,3.898249092,2.924175451,-1.708537725,-0.4289032634,0.88494,0.46097,-0.32274,0.95397,0.2519,0.08961,2.6,87.6,127.0323,-1.39107,-0.424,1.74,1.73,24.76,5.316886431,129.9,-0.07692307692
30/09/2002,319.1,-0.7834534629,2.835965195,-0.9575486754,-2.459526775,2.13036566,3.898249092,0.9392082598,-0.1937034183,0.34248,0.88494,0.46097,-0.32274,0.95397,1.29701,2.5,86.1,123.6277,-5.74761,-0.3825,1.75,1.74,26.08,5.331179321,130.1,0.1539645881
31/10/2002,316.6,0.7896399242,-0.7834534629,2.835965195,-0.9575486754,-2.459526775,2.13036566,1.026255866,0.3649876856,-0.28465,0.34248,0.88494,0.46097,-0.32274,0.43766,2.5,80.6,128.2583,-0.73195,-0.3775,1.75,1.75,25.29,-3.029141104,130.1,0
29/11/2002,319.1,4.01128173,0.7896399242,-0.7834534629,2.835965195,-0.9575486754,-2.459526775,0.003093230665,0.9473838854,0.59122,-0.28465,0.34248,0.88494,0.46097,-0.55596,2.4,84.2,131.5029,13.46632,-0.446,1.34,1.75,23.38,-7.55239225,130.1,0
31/12/2002,331.9,7.532389274,4.01128173,0.7896399242,-0.7834534629,2.835965195,-0.9575486754,2.400460827,1.339156064,0.38466,0.59122,-0.28465,0.34248,0.88494,0.26657,2.5,86.7,122.5019,-1.56119,-0.4725,1.24,1.34,25.29,8.169375535,130.2,0.07686395081
31/01/2003,356.9,0.5884001121,7.532389274,4.01128173,0.7896399242,-0.7834534629,2.835965195,5.771835502,4.111103643,0.75163,0.38466,0.59122,-0.28465,0.34248,5.15693,2.5,82.4,127.4218,0.17357,-0.518,1.24,1.24,28.42,12.37643337,132,1.382488479
28/02/2003,359,-5.125348189,0.5884001121,7.532389274,4.01128173,0.7896399242,-0.7834534629,4.060394693,4.044023705,0.28458,0.75163,0.38466,0.59122,-0.28465,-0.84056,2.7,79.9,124.0558,-5.4908,-0.5425,1.26,1.24,31.85,12.06896552,132.3,0.2272727273
31/03/2003,340.6,-3.640634175,-5.125348189,0.5884001121,7.532389274,4.01128173,0.7896399242,-2.268474039,0.9984803988,0.0968,0.28458,0.75163,0.38466,0.59122,0.21622,3.1,77.6,124.2401,2.68357,-0.5725,1.25,1.26,30.1,-5.494505495,132.1,-0.1511715797
30/04/2003,328.2,8.379037172,-3.640634175,-5.125348189,0.5884001121,7.532389274,4.01128173,-4.382991182,-2.725860751,0.83327,0.0968,0.28458,0.75163,0.38466,2.17571,2.4,86,114.9982,4.54779,-0.6625,1.26,1.25,25.45,-15.44850498,131.4,-0.5299015897
30/05/2003,355.7,0.196795052,8.379037172,-3.640634175,-5.125348189,0.5884001121,7.532389274,2.369201499,-0.1289817306,0.30217,0.83327,0.0968,0.28458,0.75163,0.51518,2,92.1,112.2771,8.11104,-0.73,1.26,1.26,24.95,-1.964636542,131.5,0.07610350076
30/06/2003,356.4,-1.515151515,0.196795052,8.379037172,-3.640634175,-5.125348189,0.5884001121,4.287916112,1.645066016,0.20696,0.30217,0.83327,0.0968,0.28458,2.71188,2.1,89.7,116.0027,7.05743,-0.73,1.22,1.26,26.84,7.575150301,131.9,0.3041825095
31/07/2003,351,2.507122507,-1.515151515,0.196795052,8.379037172,-3.640634175,-5.125348189,-0.6591782316,2.353560236,0.64442,0.20696,0.30217,0.83327,0.0968,-0.87899,1.7,90.9,125.0687,5.21528,-0.7325,1.01,1.22,27.52,2.533532042,131.8,-0.07581501137
29/08/2003,359.8,5.336297943,2.507122507,-1.515151515,0.196795052,8.379037172,-3.640634175,0.495985496,0.396255348,0.74549,0.64442,0.20696,0.30217,0.83327,-1.47928,2.5,89.3,125.7682,0.46431,-0.686,1.03,1.01,27.94,1.526162791,132.1,0.2276176024
30/09/2003,379,-0.02638522427,5.336297943,2.507122507,-1.515151515,0.196795052,8.379037172,3.921710225,2.109422978,1.22599,0.74549,0.64442,0.20696,0.30217,-0.2766,2.8,87.7,119.5931,7.61828,-0.6775,1.01,1.03,25.23,-9.699355762,132.8,0.5299015897
